index,class
2999,2
3000,3
3001,1
3002,2
3003,6
3004,6
3005,6
3006,3
3007,1
3008,2
3009,3
3010,2
3011,2
3012,3
3013,1
3014,5
3015,5
3016,5
3017,3
3018,3
3019,3
3020,3
3021,2
3022,3
3023,3
3024,6
3025,6
3026,6
3027,2
3028,3
3029,3
3030,4
3031,4
3032,4
3033,1
3034,3
3035,3
3036,2
3037,1
3038,4
3039,4
3040,4
3041,1
3042,6
3043,6
3044,6
3045,3
3046,1
3047,1
3048,2
3049,5
3050,5
3051,5
3052,2
3053,5
3054,5
3055,5
3056,1
3057,5
3058,5
3059,5
3060,1
3061,3
3062,2
3063,3
3064,1
3065,3
3066,5
3067,5
3068,5
3069,1
3070,3
3071,2
3072,2
3073,3
3074,4
3075,4
3076,4
3077,2
3078,5
3079,5
3080,5
3081,4
3082,4
3083,4
3084,2
3085,3
3086,4
3087,4
3088,4
3089,5
3090,5
3091,5
3092,3
3093,2
3094,3
3095,3
3096,3
3097,1
3098,2
3099,5
3100,5
3101,5
3102,2
3103,3
3104,3
3105,3
3106,2
3107,2
3108,1
3109,2
3110,1
3111,2
